004	N	-0.438	0.0
004	H	 0.000	0.0
004	CA	-0.008	0.0
004	HA	 0.094	0.0
004	C	 0.643	0.0
004	CB	 0.036	0.0
004	CG1	-0.105	0.0
004	CD1	-0.175	0.0
004	CE	-0.109	0.0
004	CD2	-0.175	0.0
004	CG2	-0.105	0.0
004	HG2	 0.110	0.0
004	HD2	 0.145	0.0
004	HE	 0.132	0.0
004	HD1	 0.145	0.0
004	HG1	 0.110	0.0
004	O	-0.575	0.0
