2AS	N	-0.560	0.0
2AS	H	 0.000	0.0
2AS	CA	-0.039	0.0
2AS	HA	 0.052	0.0
2AS	C	 0.569	0.0
2AS	CB	 0.299	0.0
2AS	CG	 0.615	0.0
2AS	OD1	-0.739	0.0
2AS	OD2	-0.739	0.0
2AS	C4	-0.222	0.0
2AS	H4	 0.038	0.0
2AS	H4A	 0.038	0.0
2AS	H4B	 0.038	0.0
2AS	HB2	-0.062	0.0
2AS	O	-0.596	0.0
